call_index,filename,symbol,cluster_confidence,top_context,context_confidence,alt_context,alt_confidence,valence,arousal,caller_age_sex,body_part,comm_mode,directed_at,context_probabilities,interpretation,confidence,confidence_note,alternative
129,session_07_call_0010.wav,47,1.0,Foraging & Comfort Technique,0.355,Protest & Distress,0.09,neutral,low,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.08, 'Affiliative': 0.035, 'Aggressive': 0.005, 'Attentive': 0.025, 'Avoidance': 0.015, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.055, 'Coalition Building': 0.08, 'Conflict & Confrontation': 0.01, 'Courtship': 0.045, 'Foraging & Comfort Technique': 0.355, 'Lone & Object Play': 0.075, 'Maintenance': 0.065, 'Protest & Distress': 0.09}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,35.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (9.0%)
130,session_07_call_0011.wav,47,1.0,Foraging & Comfort Technique,0.3,Protest & Distress,0.12,neutral,low,calf,body,chemical,,"{'Advertisement & Attraction': 0.05, 'Affiliative': 0.06, 'Aggressive': 0.03, 'Attentive': 0.1, 'Avoidance': 0.03, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.065, 'Calf Reassurance & Protection': 0.035, 'Coalition Building': 0.035, 'Conflict & Confrontation': 0.035, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.3, 'Lone & Object Play': 0.04, 'Maintenance': 0.02, 'Protest & Distress': 0.12}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,30.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (12.0%)
131,session_07_call_0012.wav,30,1.0,Lone & Object Play,0.22,Birth,0.195,positive,medium,adult_female,ears,visual,,"{'Advertisement & Attraction': 0.085, 'Affiliative': 0.02, 'Aggressive': 0.05, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.195, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.06, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.02, 'Courtship': 0.08, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.22, 'Maintenance': 0.0, 'Protest & Distress': 0.14}",The elephant is vocalizing during solitary play or interaction with objects.,22.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (19.5%)
132,session_07_call_0013.wav,5,1.0,Foraging & Comfort Technique,0.36,Attentive,0.115,neutral,low,subadult_male,body,acoustic,,"{'Advertisement & Attraction': 0.04, 'Affiliative': 0.03, 'Aggressive': 0.01, 'Attentive': 0.115, 'Avoidance': 0.015, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.05, 'Conflict & Confrontation': 0.01, 'Courtship': 0.04, 'Foraging & Comfort Technique': 0.36, 'Lone & Object Play': 0.035, 'Maintenance': 0.11, 'Protest & Distress': 0.08}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (11.5%)
133,session_07_call_0014.wav,47,1.0,Foraging & Comfort Technique,0.3,Attentive,0.115,neutral,low,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.055, 'Affiliative': 0.045, 'Aggressive': 0.035, 'Attentive': 0.115, 'Avoidance': 0.015, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.02, 'Calf Reassurance & Protection': 0.045, 'Coalition Building': 0.09, 'Conflict & Confrontation': 0.01, 'Courtship': 0.025, 'Foraging & Comfort Technique': 0.3, 'Lone & Object Play': 0.05, 'Maintenance': 0.035, 'Protest & Distress': 0.08}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,30.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Attentive (11.5%)
134,session_07_call_0015.wav,28,1.0,Affiliative,0.24,Birth,0.22,positive,high,calf,trunk,acoustic,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.24, 'Aggressive': 0.045, 'Attentive': 0.01, 'Avoidance': 0.02, 'Birth': 0.22, 'Calf Nourishment & Weaning': 0.055, 'Calf Reassurance & Protection': 0.015, 'Coalition Building': 0.03, 'Conflict & Confrontation': 0.05, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.05, 'Maintenance': 0.015, 'Protest & Distress': 0.205}",The elephant is engaging in social bonding or friendly contact— likely a calf seeking comfort from a family member with notable enthusiasm while extending its trunk (tactile greeting).,24.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (22.0%)
135,session_07_call_0016.wav,30,1.0,Foraging & Comfort Technique,0.26,Birth,0.13,neutral,low,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.065, 'Affiliative': 0.045, 'Aggressive': 0.025, 'Attentive': 0.045, 'Avoidance': 0.02, 'Birth': 0.13, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.07, 'Coalition Building': 0.055, 'Conflict & Confrontation': 0.015, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.26, 'Lone & Object Play': 0.07, 'Maintenance': 0.045, 'Protest & Distress': 0.125}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,26.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (13.0%)
136,session_07_call_0017.wav,47,1.0,Coalition Building,0.335,Protest & Distress,0.175,positive,medium,calf,feet,visual,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.045, 'Aggressive': 0.015, 'Attentive': 0.09, 'Avoidance': 0.005, 'Birth': 0.09, 'Calf Nourishment & Weaning': 0.055, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.335, 'Conflict & Confrontation': 0.03, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.025, 'Lone & Object Play': 0.03, 'Maintenance': 0.01, 'Protest & Distress': 0.175}","The elephant is coordinating with others, building alliances or group cohesion.",33.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (17.5%)
137,session_07_call_0018.wav,47,1.0,Protest & Distress,0.27,Lone & Object Play,0.26,positive,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.07, 'Affiliative': 0.01, 'Aggressive': 0.04, 'Attentive': 0.0, 'Avoidance': 0.03, 'Birth': 0.21, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.07, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.26, 'Maintenance': 0.0, 'Protest & Distress': 0.27}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,27.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Lone & Object Play (26.0%)
138,session_07_call_0019.wav,47,1.0,Conflict & Confrontation,0.34,Protest & Distress,0.265,negative,high,calf,mouth,seismic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.0, 'Aggressive': 0.095, 'Attentive': 0.0, 'Avoidance': 0.05, 'Birth': 0.205, 'Calf Nourishment & Weaning': 0.03, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.34, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.265}",The call is associated with an active conflict or confrontation with high intensity.,34.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (26.5%)
139,session_07_call_0020.wav,47,1.0,Foraging & Comfort Technique,0.33,Lone & Object Play,0.115,neutral,low,subadult_male,mouth,acoustic,,"{'Advertisement & Attraction': 0.075, 'Affiliative': 0.025, 'Aggressive': 0.02, 'Attentive': 0.045, 'Avoidance': 0.01, 'Birth': 0.055, 'Calf Nourishment & Weaning': 0.025, 'Calf Reassurance & Protection': 0.05, 'Coalition Building': 0.055, 'Conflict & Confrontation': 0.01, 'Courtship': 0.06, 'Foraging & Comfort Technique': 0.33, 'Lone & Object Play': 0.115, 'Maintenance': 0.03, 'Protest & Distress': 0.095}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,33.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Lone & Object Play (11.5%)
140,session_08_call_0001.wav,47,1.0,Foraging & Comfort Technique,0.41,Protest & Distress,0.08,neutral,low,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.06, 'Affiliative': 0.005, 'Aggressive': 0.02, 'Attentive': 0.075, 'Avoidance': 0.015, 'Birth': 0.08, 'Calf Nourishment & Weaning': 0.015, 'Calf Reassurance & Protection': 0.03, 'Coalition Building': 0.045, 'Conflict & Confrontation': 0.005, 'Courtship': 0.055, 'Foraging & Comfort Technique': 0.41, 'Lone & Object Play': 0.03, 'Maintenance': 0.075, 'Protest & Distress': 0.08}",The elephant is likely signaling interest in food or foraging activity in a routine manner.,41.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (8.0%)
141,session_08_call_0002.wav,47,1.0,Birth,0.465,Conflict & Confrontation,0.225,neutral,high,calf,trunk,seismic,,"{'Advertisement & Attraction': 0.02, 'Affiliative': 0.0, 'Aggressive': 0.045, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.465, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.225, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.215}",The call is associated with a birth event.,46.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Conflict & Confrontation (22.5%)
142,session_08_call_0003.wav,28,1.0,Conflict & Confrontation,0.445,Protest & Distress,0.27,negative,high,subadult_male,feet,acoustic,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.005, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.25, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.445, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.27}",The call is associated with an active conflict or confrontation with high intensity.,44.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (27.0%)
143,session_08_call_0004.wav,28,1.0,Protest & Distress,0.435,Conflict & Confrontation,0.24,negative,high,calf,ears,acoustic,,"{'Advertisement & Attraction': 0.01, 'Affiliative': 0.005, 'Aggressive': 0.035, 'Attentive': 0.005, 'Avoidance': 0.04, 'Birth': 0.2, 'Calf Nourishment & Weaning': 0.01, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.24, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.01, 'Maintenance': 0.005, 'Protest & Distress': 0.435}",The elephant appears to be in distress or protesting a situation— the calf may be separated from its mother or uncomfortable with high urgency.,43.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Conflict & Confrontation (24.0%)
144,session_08_call_0005.wav,28,1.0,Birth,0.39,Protest & Distress,0.34,negative,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.015, 'Affiliative': 0.01, 'Aggressive': 0.03, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.39, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.19, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.34}",The call is associated with a birth event.,39.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (34.0%)
145,session_08_call_0006.wav,47,1.0,Conflict & Confrontation,0.385,Protest & Distress,0.255,negative,high,calf,mouth,acoustic,,"{'Advertisement & Attraction': 0.005, 'Affiliative': 0.0, 'Aggressive': 0.08, 'Attentive': 0.0, 'Avoidance': 0.045, 'Birth': 0.22, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.385, 'Courtship': 0.005, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.005, 'Maintenance': 0.0, 'Protest & Distress': 0.255}",The call is associated with an active conflict or confrontation with high intensity.,38.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (25.5%)
146,session_08_call_0007.wav,28,1.0,Birth,0.28,Protest & Distress,0.255,negative,high,calf,feet,acoustic,,"{'Advertisement & Attraction': 0.03, 'Affiliative': 0.005, 'Aggressive': 0.075, 'Attentive': 0.0, 'Avoidance': 0.21, 'Birth': 0.28, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.12, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.255}",The call is associated with a birth event.,28.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (25.5%)
147,session_08_call_0008.wav,28,1.0,Attentive,0.535,Protest & Distress,0.11,neutral,low,subadult_male,trunk,acoustic,,"{'Advertisement & Attraction': 0.035, 'Affiliative': 0.01, 'Aggressive': 0.04, 'Attentive': 0.535, 'Avoidance': 0.025, 'Birth': 0.095, 'Calf Nourishment & Weaning': 0.05, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.01, 'Conflict & Confrontation': 0.025, 'Courtship': 0.0, 'Foraging & Comfort Technique': 0.015, 'Lone & Object Play': 0.04, 'Maintenance': 0.005, 'Protest & Distress': 0.11}","The elephant is in an alert, attentive state — listening or monitoring.",53.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (11.0%)
148,session_08_call_0009.wav,47,1.0,Protest & Distress,0.325,Conflict & Confrontation,0.27,negative,high,subadult_female,mouth,visual,E020,"{'Advertisement & Attraction': 0.025, 'Affiliative': 0.015, 'Aggressive': 0.025, 'Attentive': 0.005, 'Avoidance': 0.015, 'Birth': 0.225, 'Calf Nourishment & Weaning': 0.035, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.27, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.025, 'Maintenance': 0.01, 'Protest & Distress': 0.325}",The elephant appears to be in distress or protesting a situation with high urgency.,32.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Conflict & Confrontation (27.0%)
149,session_08_call_0010.wav,28,1.0,Advertisement & Attraction,0.36,Birth,0.31,neutral,high,calf,body,acoustic,,"{'Advertisement & Attraction': 0.36, 'Affiliative': 0.0, 'Aggressive': 0.01, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.31, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.005, 'Coalition Building': 0.005, 'Conflict & Confrontation': 0.035, 'Courtship': 0.07, 'Foraging & Comfort Technique': 0.02, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.175}",The elephant is producing an advertisement call to attract attention.,36.0%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (31.0%)
150,session_08_call_0011.wav,47,1.0,Lone & Object Play,0.145,Birth,0.14,positive,medium,adult_female,feet,acoustic,,"{'Advertisement & Attraction': 0.045, 'Affiliative': 0.105, 'Aggressive': 0.015, 'Attentive': 0.005, 'Avoidance': 0.03, 'Birth': 0.14, 'Calf Nourishment & Weaning': 0.1, 'Calf Reassurance & Protection': 0.095, 'Coalition Building': 0.09, 'Conflict & Confrontation': 0.03, 'Courtship': 0.055, 'Foraging & Comfort Technique': 0.01, 'Lone & Object Play': 0.145, 'Maintenance': 0.005, 'Protest & Distress': 0.13}",The elephant is vocalizing during solitary play or interaction with objects.,14.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Birth (14.0%)
151,session_08_call_0012.wav,47,1.0,Birth,0.775,Protest & Distress,0.12,neutral,high,subadult_male,mouth,acoustic,,"{'Advertisement & Attraction': 0.0, 'Affiliative': 0.005, 'Aggressive': 0.02, 'Attentive': 0.0, 'Avoidance': 0.01, 'Birth': 0.775, 'Calf Nourishment & Weaning': 0.0, 'Calf Reassurance & Protection': 0.0, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.06, 'Courtship': 0.01, 'Foraging & Comfort Technique': 0.0, 'Lone & Object Play': 0.0, 'Maintenance': 0.0, 'Protest & Distress': 0.12}",The call is associated with a birth event.,77.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (12.0%)
152,session_08_call_0013.wav,47,1.0,Avoidance,0.365,Protest & Distress,0.235,negative,high,adult_female,mouth,acoustic,,"{'Advertisement & Attraction': 0.065, 'Affiliative': 0.005, 'Aggressive': 0.09, 'Attentive': 0.01, 'Avoidance': 0.365, 'Birth': 0.14, 'Calf Nourishment & Weaning': 0.005, 'Calf Reassurance & Protection': 0.01, 'Coalition Building': 0.0, 'Conflict & Confrontation': 0.045, 'Courtship': 0.015, 'Foraging & Comfort Technique': 0.005, 'Lone & Object Play': 0.01, 'Maintenance': 0.0, 'Protest & Distress': 0.235}","The elephant is signaling avoidance or retreat with urgency, possibly fleeing.",36.5%,acoustic pattern match to previously observed behavioral contexts,Could also be: Protest & Distress (23.5%)
